target_id,chapter,paper_figure_number,paper_page,pdf_page,paper_caption,paper_caption_status,paper_asset,reproduction_asset,comparison_asset,research_object,research_object_en,model,coordinate_system,main_parameters,numerical_method,script,data_source,current_source_layer,status,evidence,quantitative_validation,consistency,consistency_cn,difference,difference_cn,difference_reason,difference_reason_cn,limitation,limitation_cn,next_action,reproduction_grade,grade_boundary,uses_proxy,notes
3.12,3,Fig. 3.12,76,92,Figure 3.12. Four quasi-halo tori projected into conﬁguration space in a constant frequency ratio family (ω0,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_12_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_12_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_12_comparison.png,定频率拟 Halo 环面族,Constant-frequency quasi-halo tori,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"constant-frequency quasi-halo family; omega1/omega0=9.441; JC=3.1182,3.0876,3.0364,3.0011",固定频率比不变曲线校正、延拓与谱残差检查,figures/fig_3_12.py,data/computed/chapter3_corrected_constant_frequency_families.csv,L2 constant-frequency quasi-halo tori,accepted,data/computed/chapter3_corrected_constant_frequency_families.csv,残差: 6.98e-08 final curve residual；Jacobi: 4.62e-08 Jacobi span,corrected numerical family,当前证据支持主要论文参数、数值对象和项目内部残差门槛的一致性。,当前项目审计门槛通过；原作者离散节点与完整绘图参数未公开，因此不声明逐像素或逐节点等价。,未发现超出已记录边界的当前门槛失败；绘图视角与原作者离散节点仍可能不同。,独立重建使用当前权威 CSV/NPZ；论文未公开完整分支状态与绘图元数据。,论文未公开完整离散节点和绘图元数据；当前结论仅限已验证指标。,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,A 级仅表示当前项目门槛内定量通过，不等于原作者节点逐点等价。,Refine spectral tolerance if exact thesis values are required,A,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.13,3,Fig. 3.13,77,93,Figure 3.13. (a) y- and z-amplitude of the frequency ratio family (ω0,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_13_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_13_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_13_comparison.png,定频率拟 Halo 振幅与 Jacobi 常数,Constant-frequency quasi-halo amplitudes and Jacobi constant,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,constant-frequency quasi-halo amplitude and JC curves; omega1/omega0=9.441,固定频率比不变曲线校正、延拓与谱残差检查,figures/fig_3_13.py,data/computed/chapter3_corrected_constant_frequency_families.csv,L2 quasi-halo amplitudes and Jacobi trend,accepted,data/computed/chapter3_corrected_constant_frequency_families.csv,残差: 6.98e-08 final curve residual；Jacobi: 4.62e-08 Jacobi span,corrected numerical family,当前证据支持主要论文参数、数值对象和项目内部残差门槛的一致性。,当前项目审计门槛通过；原作者离散节点与完整绘图参数未公开，因此不声明逐像素或逐节点等价。,未发现超出已记录边界的当前门槛失败；绘图视角与原作者离散节点仍可能不同。,独立重建使用当前权威 CSV/NPZ；论文未公开完整分支状态与绘图元数据。,论文未公开完整离散节点和绘图元数据；当前结论仅限已验证指标。,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,A 级仅表示当前项目门槛内定量通过，不等于原作者节点逐点等价。,Refine spectral tolerance if exact thesis values are required,A,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.14,3,Fig. 3.14,78,94,Figure 3.14. Four quasi-vertical tori projected into conﬁguration space in a constant frequency ratio family (ω0,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_14_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_14_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_14_comparison.png,定频率拟垂直环面族,Constant-frequency quasi-vertical tori,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"constant-frequency quasi-vertical family; omega1/omega0=9.441; JC=3.0433,3.0387,3.0305,3.0291",固定频率比不变曲线校正、延拓与谱残差检查,figures/fig_3_14.py,data/computed/chapter3_corrected_constant_frequency_families.csv,L2 constant-frequency quasi-vertical tori,accepted,data/computed/chapter3_corrected_constant_frequency_families.csv,残差: curve residuals in CSV；Jacobi: Jacobi span in CSV,corrected numerical family,当前证据支持主要论文参数、数值对象和项目内部残差门槛的一致性。,当前项目审计门槛通过；原作者离散节点与完整绘图参数未公开，因此不声明逐像素或逐节点等价。,未发现超出已记录边界的当前门槛失败；绘图视角与原作者离散节点仍可能不同。,独立重建使用当前权威 CSV/NPZ；论文未公开完整分支状态与绘图元数据。,论文未公开完整离散节点和绘图元数据；当前结论仅限已验证指标。,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,A 级仅表示当前项目门槛内定量通过，不等于原作者节点逐点等价。,Compare final endpoint against thesis table if available,A,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.15,3,Fig. 3.15,79,95,Figure 3.15. (a) Jacobi Constant and (b) mapping time as a function of orbit index of the constant frequency ratio quasi-vertical family (ω0,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_15_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_15_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_15_comparison.png,定频率拟垂直 Jacobi 常数与映射时间,Constant-frequency quasi-vertical Jacobi constant and mapping time,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,constant-frequency quasi-vertical JC and mapping-time curves; omega1/omega0=9.441,固定频率比不变曲线校正、延拓与谱残差检查,figures/fig_3_15.py,data/computed/chapter3_corrected_constant_frequency_families.csv,L2 quasi-vertical Jacobi and mapping time,accepted,data/computed/chapter3_corrected_constant_frequency_families.csv,残差: curve residuals in CSV；Jacobi: Jacobi span in CSV,corrected numerical family,当前证据支持主要论文参数、数值对象和项目内部残差门槛的一致性。,当前项目审计门槛通过；原作者离散节点与完整绘图参数未公开，因此不声明逐像素或逐节点等价。,未发现超出已记录边界的当前门槛失败；绘图视角与原作者离散节点仍可能不同。,独立重建使用当前权威 CSV/NPZ；论文未公开完整分支状态与绘图元数据。,论文未公开完整离散节点和绘图元数据；当前结论仅限已验证指标。,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,A 级仅表示当前项目门槛内定量通过，不等于原作者节点逐点等价。,Compare final endpoint against thesis table if available,A,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.16,3,Fig. 3.16,82,98,"Figure 3.16. Four quasi-DRO tori projected into conﬁguration space in a constant mapping time family (T0 = 14.74 days) with the central periodic orbit in blue. The Jacobi Constants for each of these family members are (a) JC = 2.9225, (b) JC = 2.9221, (c) JC = 2.9215, and (d) JC = 2.9212",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_16_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_16_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_16_comparison.png,定映射时间拟 DRO 环面,Constant-mapping-time quasi-DRO tori,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"constant-mapping-time quasi-DRO tori; T0=14.74 day; JC=2.9225,2.9221,2.9215,2.9212",固定映射时间 Route H 不变曲线源层重验证、相位返回与多返回检查,figures/fig_3_16.py,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,constant-mapping-time quasi-DRO tori rendered directly from the accepted fixed-mapping-time Route H quasi-DRO source branch; rho 1.445863346020272..1.457169483818128 rad; max abs z 10969.67553863909..14573.10318409037 km; 30 rows >= 10500 km and 29 rows >= 11000 km; mapping time 14.74932760227518 days,boundary,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,残差: Route H max map residual 6.469474407020314e-10; source audit rows 30；Jacobi: max curve Jacobi span 7.759926035078024e-11; max one-map Jacobi drift 7.760059261840979e-11; max ten-return Jacobi span 5.773159728050814e-15；周期/相位: max one-map phase return error 7.748787386537029e-11,current rendering uses corrected Route H tori directly; older grey proxy surfaces are no longer the source for this figure,Route H 定映射时间源层通过当前缓存重验证并覆盖论文振幅门槛。,current rendering uses corrected Route H tori directly; older grey proxy surfaces are no longer the source for this figure,单体冷启动延拓仍失败，原作者完整分支节点也未公开。,当前代码可通过混合链重建目标源层，但单体冷启动延拓仍在已记录位置失败。,混合冷启动链可重建目标层，但不能替代单体冷启动失败记录。,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。,只声明 Route H 图源层有效，不声明整条论文分支逐点等价。,Keep Route H as the accepted CR3BP fixed-time source layer; only upgrade the full-thesis equivalence claim if original McCarthy branch data or author code become available,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.17,3,Fig. 3.17,83,99,"Figure 3.17. (a) Z-amplitude and (b) Jacobi Constant as a function of rotation angle, ρ, of the constant mapping time quasi-DRO family in the Earth-Moon system (T0 = 14.74 days)",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_17_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_17_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_17_comparison.png,拟 DRO 振幅与 Jacobi 常数随旋转角变化,Quasi-DRO amplitude and Jacobi constant versus rotation angle,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,constant-mapping-time quasi-DRO z-amplitude and JC versus rho; T0=14.74 day; digitized rho about 1.436..1.510,固定映射时间 Route H 不变曲线源层重验证、相位返回与多返回检查,figures/fig_3_17.py,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,rho-amplitude-Jacobi trends with the audited Route H branch plotted as the numerical source layer; accepted fixed-mapping-time Route H quasi-DRO source branch; rho 1.445863346020272..1.457169483818128 rad; max abs z 10969.67553863909..14573.10318409037 km; 30 rows >= 10500 km and 29 rows >= 11000 km; mapping time 14.74932760227518 days,diagnostic,data/computed/chapter3_fixed_mapping_cache_accepted_family.csv;data/computed/chapter3_fixed_mapping_cache_accepted_validation.csv;data/computed/mccarthy2018_staged_goal_gate_status.csv;data/computed/chapter3_fixed_mapping_cache_audit.csv,残差: Route H max map residual 6.469474407020314e-10; source audit rows 30；Jacobi: max curve Jacobi span 7.759926035078024e-11; max one-map Jacobi drift 7.760059261840979e-11; max ten-return Jacobi span 5.773159728050814e-15；周期/相位: max one-map phase return error 7.748787386537029e-11,audited Route H branch is plotted as the main numerical layer; faint reference trend proxy is retained only for visual context,Route H 数值分支提供振幅—旋转角—Jacobi 趋势，参考趋势仅作低权重背景。,audited Route H branch is plotted as the main numerical layer; faint reference trend proxy is retained only for visual context,当前旋转角覆盖窄于图像数字化参考范围，且含低权重代理趋势。,当前代码可通过混合链重建目标源层，但单体冷启动延拓仍在已记录位置失败。,原始分支数据未公开，单体冷启动仍失败。,Route H 当前图源层通过缓存重验证，monolithic cold-start 仍为 fail、hybrid chain 为 pass；原作者完整分支节点未公开，因此不声明整条论文分支逐点等价。,该图维持 C 级诊断/部分覆盖，不将参考趋势当作原始数据。,"Use Route H for the accepted fixed-time source branch; keep the reference trend and digitized curve as lower-authority comparison, not raw branch data",C,局部、部分分支或诊断性数值源层,partial,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
4.1,4,Fig. 4.1,86,102,Figure 4.1. (a) Earth-Moon L2 quasi-halo orbit (JC = 3.044) (b) Eigenstructure of DG matrix computed with N = 25.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_4_1_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_4_1_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_1_comparison.png,地月 L2 拟 Halo 轨道与 DG 特征结构,Earth-Moon L2 quasi-halo orbit and DG eigenstructure,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,Earth-Moon L2 quasi-halo; JC=3.044; N=25; stability index nu=1.3837,离散不变曲线映射导数 DG、谱分解与稳定指标核对,figures/fig_4_01.py,data/computed/chapter4_fig41_reported_precision_audit.csv;data/computed/chapter4_fig41_reported_precision_spectrum.csv,N=25 corrected L2 quasi-halo DG at paper-reported Jacobi precision,boundary,data/computed/chapter4_fig41_reported_precision_audit.csv;data/computed/chapter4_fig41_reported_precision_spectrum.csv,"残差: worst source residual: 1.994777522724045e-11; accepted rows: 1; DG dependency: 150 raw DG eigenvalues; 25 unstable, 100 unit, 25 stable；Jacobi: 3.641531520770513e-14；周期/相位: manifold growth ratio: N/A; manifold dependency: none；稳定性: See Chapter 4 DG source-layer audit","PNG bytes 230222; PDF bytes 62157; boundary: The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a).",当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,"PNG bytes 230222; PDF bytes 62157; boundary: The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a).",原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,"The raw N=25 DG spectrum and nu=1.3837 target are reproduced at an internal Jacobi value that rounds to the paper's 3.044, but the accepted member is a near-periodic small-amplitude torus and does not yet prove the finite-amplitude geometry in panel (a).",结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Continue a finite-amplitude L2 quasi-halo branch while retaining the reported-precision Jacobi and DG stability gates before claiming full panel replacement.,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
4.2,4,Fig. 4.2,87,103,Figure 4.2. Stability index as a function of mapping time for an Earth-Moon L1 constant energy quasi-halo family (JC = 3.1389). The red point represents the stability index of the periodic halo orbit associated with this quasi-halo orbit family.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_4_2_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_4_2_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_2_comparison.png,拟 Halo 稳定指标随映射时间变化,Quasi-halo stability index versus mapping time,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,L1 constant-energy quasi-halo stability index versus T0; JC=3.1389; include associated periodic halo anchor,DG 稳定性族计算、原图曲线数字化与公共区间逐点审计,figures/fig_4_02.py,data/computed/chapter4_fig42_stability_family_audit.csv;data/computed/chapter4_fig42_digitized_comparison_audit.csv;data/digitized/fig_4_2_computed_vs_digitized.csv,accepted L1 constant-energy quasi-halo DG stability family plus native-PDF digitized reference,boundary,data/computed/chapter4_fig42_stability_family_audit.csv;data/computed/chapter4_fig42_digitized_comparison_audit.csv;data/digitized/fig_4_2_computed_vs_digitized.csv,残差: worst source residual: 9.322175255756186e-10; accepted rows: 16; DG dependency: 216 halo rows; 396 high-order rows; 378 PALC rows; 54 vertical rows；周期/相位: manifold growth ratio: N/A; manifold dependency: none；稳定性: See Chapter 4 DG source-layer audit,PNG bytes 86249; PDF bytes 16527; boundary: The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.,公共区间内数字化曲线逐点门槛通过，DG 数值族与稳定趋势对应。,PNG bytes 86249; PDF bytes 16527; boundary: The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.,完整曲线尾段尚缺 0.04945011318863024 day，未作外推。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,当前校正分支在折叠附近终止。,The native-PDF curve has been digitized and the common interval passes the pointwise uncertainty gate. Full curve coverage remains false: the accepted DG branch stops 0.04945011318863024 days before the digitized thesis endpoint; no tail values are extrapolated.,只对公共区间作点对点声明，完整曲线等价仍未通过。,"Continue the corrected N>=21 branch through or around the fold to cover the remaining digitized thesis tail, then rerun the pointwise audit.",B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
4.3,4,Fig. 4.3,89,105,"Figure 4.3. Unstable manifold in the +x-direction for an Earth-Moon L1 quasi-halo orbit (JC = 3.1389). Trajectories associated with one invariant curve are shown in black. A snap shot of the points are recorded after (a) 7.79 days, (b) 9.75 days, (c) 11.39 days and (d) 13.02 days.",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_4_3_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_4_3_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_3_comparison.png,拟 Halo +x 方向不稳定流形,Quasi-halo unstable manifold in +x direction,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"L1 quasi-halo +x unstable manifold; JC=3.1389; snapshots=7.79,9.75,11.39,13.02 day",固定时刻全环面流形传播、局部 STM 复核、冻结相机/投影 holdout,figures/fig_4_03.py,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,corrected L1 quasi-halo +x fixed-time full-torus unstable-manifold snapshots at four paper times,boundary,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,残差: worst source residual: 9.322175255756186e-10; accepted rows: 4; DG dependency: corrected L1 DG eigenvectors and manifold validation row；Jacobi: 3.446132268436486e-12；周期/相位: manifold growth ratio: 1.00533818825662..1.173203240381821; manifold dependency: data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz；稳定性: See Chapter 4 DG source-layer audit,"PNG bytes 817366; PDF bytes 327122; boundary: The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",状态空间与局部 STM 数值行通过。,"PNG bytes 817366; PDF bytes 327122; boundary: The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",冻结 panel-(d) 投影 holdout 为 0/4。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,论文投影轮廓与当前渲染/源环面语义仍不一致。,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",不得声明论文视角、物理飞行或三维等价。,Run the predeclared 12.40-day halo source-member/N-convergence falsification and frozen renderer/time-mapping negative controls; panel (d) is post-hoc diagnostic only and cannot be retuned.,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
4.4,4,Fig. 4.4,90,106,"Figure 4.4. Unstable manifold in the -x-direction for an Earth-Moon L1 quasi-halo orbit (JC = 3.1389). Trajectories associated with one invariant curve are shown in black. A snap shot of the points are recorded after (a) 7.79 days, (b) 9.75 days, (c) 11.39 days and (d) 13.02 days.",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_4_4_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_4_4_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_4_4_comparison.png,拟 Halo -x 方向不稳定流形,Quasi-halo unstable manifold in -x direction,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"L1 quasi-halo -x unstable manifold; JC=3.1389; snapshots=7.79,9.75,11.39,13.02 day",固定时刻全环面流形传播、局部 STM 复核、冻结相机/投影 holdout,figures/fig_4_04.py,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,corrected L1 quasi-halo -x fixed-time full-torus unstable-manifold snapshots at four paper times,boundary,data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz,残差: worst source residual: 9.322175255756186e-10; accepted rows: 4; DG dependency: corrected L1 DG eigenvectors and manifold validation row；Jacobi: 1.77635683940025e-15；周期/相位: manifold growth ratio: 0.8754445164178961..0.9952591221920488; manifold dependency: data/computed/chapter4_fig43_fig44_global_manifold_audit.csv;data/computed/chapter4_fig43_fig44_global_manifold_audit.npz;data/computed/chapter4_fig43_fig46_camera_static_metrics.csv;data/computed/chapter4_fig43_fig46_projection_fit_metrics.csv;data/computed/chapter4_fig43_fig46_projection_holdout_audit.csv;data/computed/chapter4_fig43_fig46_projection_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.csv;data/computed/chapter4_fig43_fig44_halo_12p40_posthoc_diagnostic.npz；稳定性: See Chapter 4 DG source-layer audit,"PNG bytes 523777; PDF bytes 318155; boundary: The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",状态空间与局部 STM 数值行通过。,"PNG bytes 523777; PDF bytes 318155; boundary: The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",冻结 panel-(d) 投影 holdout 为 0/4。,当前逐图审计已给出受控边界；未把投影、原始节点或高保真条件缺失解释为数值等价。,论文投影轮廓与当前渲染/源环面语义仍不一致。,"The legacy history-prefix root cause (surface[:stop]) is fixed: each panel now evaluates a fixed-time full-torus window over tau+[0,T0]. All four state-space numerical and local STM rows pass; the epsilon-dependent configuration-reach check also passes. The paper camera and development epsilon are hash-locked. Static anchors pass 16/16, but the separately committed panel-(d) red-surface projection holdout passes 0/4, so paper_projection_acceptance=fail and paper_3d_equivalence=false. No paper-view, physical-flight, or 3D-equivalence claim is made.",不得声明论文视角、物理飞行或三维等价。,Run the predeclared 12.40-day halo source-member/N-convergence falsification and frozen renderer/time-mapping negative controls; panel (d) is post-hoc diagnostic only and cannot be retuned.,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
